_unit_id,_created_at,_golden,_id,_missed,_started_at,_tainted,_channel,_trust,_worker_id,_country,_region,_city,_ip,question1,question2__left_side,question2__right_side,question3,seeside,group,image_url,orig_question1,question1_gold,question2,question2__left_side_gold,question2__right_side_gold,orig_question3,question3_gold,seeside_gold,step1,step2,step3,tip1,tip2,tip3
808394810,10/20/2015 13:51:02,true,1775964841,,10/20/2015 13:45:27,false,clixsense,0.9,9509334,BIH,01,Stup,77.238.212.115,2,,0,2,Right,12,https://contribua.org/bairros/oeste/catole/Rua_Honorio_de_Melo__240__90.jpg,Count the number of basic building/structure/surface colors on both sides of the street,"2
1",Count the number of other lights no more than 10 feet (3.04 meters) above the ground level on each side of the street,,0,Count the number of accent colors used on both sides of the street,"1
2",Right,Basic building colors,Lights on buildings,Accent colors,"Basic color: the color used for the majority of the building’s facade|Do not distinguish between different shades of the same color|If one color is the overwhelming majority, count only that color, if both colors are significant, count the two colors separately",Other lights: outdoor lights that are not on poles|Usually attached to a building facade or lining the side of a path,"Accent color: the color used for building trims and roofs, street objects, awnings, signs, and so forth|If the building is one color, it has no accent color"
808394810,10/20/2015 14:20:18,true,1775995703,,10/20/2015 14:12:46,false,neodev,0.7778,29674710,VEN,25,Caracas,186.167.248.46,2,,0,2,Right,12,https://contribua.org/bairros/oeste/catole/Rua_Honorio_de_Melo__240__90.jpg,Count the number of basic building/structure/surface colors on both sides of the street,"2
1",Count the number of other lights no more than 10 feet (3.04 meters) above the ground level on each side of the street,,0,Count the number of accent colors used on both sides of the street,"1
2",Right,Basic building colors,Lights on buildings,Accent colors,"Basic color: the color used for the majority of the building’s facade|Do not distinguish between different shades of the same color|If one color is the overwhelming majority, count only that color, if both colors are significant, count the two colors separately",Other lights: outdoor lights that are not on poles|Usually attached to a building facade or lining the side of a path,"Accent color: the color used for building trims and roofs, street objects, awnings, signs, and so forth|If the building is one color, it has no accent color"
808394810,10/20/2015 14:21:21,true,1775996751,true,10/20/2015 14:18:07,false,clixsense,0.75,28368127,IND,28,Kolkata,182.66.15.11,4,0,0,4,"left
Right",12,https://contribua.org/bairros/oeste/catole/Rua_Honorio_de_Melo__240__90.jpg,Count the number of basic building/structure/surface colors on both sides of the street,"2
1",Count the number of other lights no more than 10 feet (3.04 meters) above the ground level on each side of the street,,0,Count the number of accent colors used on both sides of the street,"1
2",Right,Basic building colors,Lights on buildings,Accent colors,"Basic color: the color used for the majority of the building’s facade|Do not distinguish between different shades of the same color|If one color is the overwhelming majority, count only that color, if both colors are significant, count the two colors separately",Other lights: outdoor lights that are not on poles|Usually attached to a building facade or lining the side of a path,"Accent color: the color used for building trims and roofs, street objects, awnings, signs, and so forth|If the building is one color, it has no accent color"
808394810,10/20/2015 14:22:54,true,1775998397,,10/20/2015 14:15:33,false,neodev,1.0,29496053,VEN,"","",186.89.94.197,1,,0,2,Right,12,https://contribua.org/bairros/oeste/catole/Rua_Honorio_de_Melo__240__90.jpg,Count the number of basic building/structure/surface colors on both sides of the street,"2
1",Count the number of other lights no more than 10 feet (3.04 meters) above the ground level on each side of the street,,0,Count the number of accent colors used on both sides of the street,"1
2",Right,Basic building colors,Lights on buildings,Accent colors,"Basic color: the color used for the majority of the building’s facade|Do not distinguish between different shades of the same color|If one color is the overwhelming majority, count only that color, if both colors are significant, count the two colors separately",Other lights: outdoor lights that are not on poles|Usually attached to a building facade or lining the side of a path,"Accent color: the color used for building trims and roofs, street objects, awnings, signs, and so forth|If the building is one color, it has no accent color"
808394810,10/20/2015 14:41:30,true,1776020516,,10/20/2015 14:30:50,false,neodev,0.7857,33384589,VEN,25,Caracas,161.196.171.28,2,,0,1,Right,12,https://contribua.org/bairros/oeste/catole/Rua_Honorio_de_Melo__240__90.jpg,Count the number of basic building/structure/surface colors on both sides of the street,"2
1",Count the number of other lights no more than 10 feet (3.04 meters) above the ground level on each side of the street,,0,Count the number of accent colors used on both sides of the street,"1
2",Right,Basic building colors,Lights on buildings,Accent colors,"Basic color: the color used for the majority of the building’s facade|Do not distinguish between different shades of the same color|If one color is the overwhelming majority, count only that color, if both colors are significant, count the two colors separately",Other lights: outdoor lights that are not on poles|Usually attached to a building facade or lining the side of a path,"Accent color: the color used for building trims and roofs, street objects, awnings, signs, and so forth|If the building is one color, it has no accent color"
808394810,10/20/2015 16:39:02,true,1776242369,false,10/20/2015 16:29:17,false,clixsense,0.8,24373944,PHL,F2,Quezon City,112.198.90.194,1,0,0,3,"left
Right",12,https://contribua.org/bairros/oeste/catole/Rua_Honorio_de_Melo__240__90.jpg,Count the number of basic building/structure/surface colors on both sides of the street,"2
1",Count the number of other lights no more than 10 feet (3.04 meters) above the ground level on each side of the street,,0,Count the number of accent colors used on both sides of the street,"1
2",Right,Basic building colors,Lights on buildings,Accent colors,"Basic color: the color used for the majority of the building’s facade|Do not distinguish between different shades of the same color|If one color is the overwhelming majority, count only that color, if both colors are significant, count the two colors separately",Other lights: outdoor lights that are not on poles|Usually attached to a building facade or lining the side of a path,"Accent color: the color used for building trims and roofs, street objects, awnings, signs, and so forth|If the building is one color, it has no accent color"
808394810,10/20/2015 19:00:59,true,1776551391,,10/20/2015 18:39:13,false,neodev,1.0,32073845,BGR,51,Plovdiv,87.97.233.19,1,,0,1,Right,12,https://contribua.org/bairros/oeste/catole/Rua_Honorio_de_Melo__240__90.jpg,Count the number of basic building/structure/surface colors on both sides of the street,"2
1",Count the number of other lights no more than 10 feet (3.04 meters) above the ground level on each side of the street,,0,Count the number of accent colors used on both sides of the street,"1
2",Right,Basic building colors,Lights on buildings,Accent colors,"Basic color: the color used for the majority of the building’s facade|Do not distinguish between different shades of the same color|If one color is the overwhelming majority, count only that color, if both colors are significant, count the two colors separately",Other lights: outdoor lights that are not on poles|Usually attached to a building facade or lining the side of a path,"Accent color: the color used for building trims and roofs, street objects, awnings, signs, and so forth|If the building is one color, it has no accent color"
808394810,10/20/2015 21:07:49,true,1776790707,,10/20/2015 21:02:40,false,elite,0.75,34305362,VEN,"","",190.39.245.92,1,,0,1,Right,12,https://contribua.org/bairros/oeste/catole/Rua_Honorio_de_Melo__240__90.jpg,Count the number of basic building/structure/surface colors on both sides of the street,"2
1",Count the number of other lights no more than 10 feet (3.04 meters) above the ground level on each side of the street,,0,Count the number of accent colors used on both sides of the street,"1
2",Right,Basic building colors,Lights on buildings,Accent colors,"Basic color: the color used for the majority of the building’s facade|Do not distinguish between different shades of the same color|If one color is the overwhelming majority, count only that color, if both colors are significant, count the two colors separately",Other lights: outdoor lights that are not on poles|Usually attached to a building facade or lining the side of a path,"Accent color: the color used for building trims and roofs, street objects, awnings, signs, and so forth|If the building is one color, it has no accent color"
808394810,10/20/2015 21:22:59,true,1776813513,,10/20/2015 21:18:50,false,neodev,0.75,32770154,MEX,16,Uruapan,189.199.229.199,2,,0,1,Right,12,https://contribua.org/bairros/oeste/catole/Rua_Honorio_de_Melo__240__90.jpg,Count the number of basic building/structure/surface colors on both sides of the street,"2
1",Count the number of other lights no more than 10 feet (3.04 meters) above the ground level on each side of the street,,0,Count the number of accent colors used on both sides of the street,"1
2",Right,Basic building colors,Lights on buildings,Accent colors,"Basic color: the color used for the majority of the building’s facade|Do not distinguish between different shades of the same color|If one color is the overwhelming majority, count only that color, if both colors are significant, count the two colors separately",Other lights: outdoor lights that are not on poles|Usually attached to a building facade or lining the side of a path,"Accent color: the color used for building trims and roofs, street objects, awnings, signs, and so forth|If the building is one color, it has no accent color"
808394810,10/21/2015 04:51:42,true,1777142167,,10/21/2015 04:39:20,false,neodev,0.75,34035001,VEN,"","",201.210.213.156,1,,0,1,Right,12,https://contribua.org/bairros/oeste/catole/Rua_Honorio_de_Melo__240__90.jpg,Count the number of basic building/structure/surface colors on both sides of the street,"2
1",Count the number of other lights no more than 10 feet (3.04 meters) above the ground level on each side of the street,,0,Count the number of accent colors used on both sides of the street,"1
2",Right,Basic building colors,Lights on buildings,Accent colors,"Basic color: the color used for the majority of the building’s facade|Do not distinguish between different shades of the same color|If one color is the overwhelming majority, count only that color, if both colors are significant, count the two colors separately",Other lights: outdoor lights that are not on poles|Usually attached to a building facade or lining the side of a path,"Accent color: the color used for building trims and roofs, street objects, awnings, signs, and so forth|If the building is one color, it has no accent color"
808394810,10/21/2015 05:13:23,true,1777152784,,10/21/2015 05:10:56,false,clixsense,0.7,21665495,CAN,"","",24.105.69.70,2,,0,1,Right,12,https://contribua.org/bairros/oeste/catole/Rua_Honorio_de_Melo__240__90.jpg,Count the number of basic building/structure/surface colors on both sides of the street,"2
1",Count the number of other lights no more than 10 feet (3.04 meters) above the ground level on each side of the street,,0,Count the number of accent colors used on both sides of the street,"1
2",Right,Basic building colors,Lights on buildings,Accent colors,"Basic color: the color used for the majority of the building’s facade|Do not distinguish between different shades of the same color|If one color is the overwhelming majority, count only that color, if both colors are significant, count the two colors separately",Other lights: outdoor lights that are not on poles|Usually attached to a building facade or lining the side of a path,"Accent color: the color used for building trims and roofs, street objects, awnings, signs, and so forth|If the building is one color, it has no accent color"
808394810,10/21/2015 07:00:10,true,1777203244,true,10/21/2015 06:55:24,false,clixsense,0.75,32722163,TUR,68,Ankara,212.174.26.176,3,,0,3,Right,12,https://contribua.org/bairros/oeste/catole/Rua_Honorio_de_Melo__240__90.jpg,Count the number of basic building/structure/surface colors on both sides of the street,"2
1",Count the number of other lights no more than 10 feet (3.04 meters) above the ground level on each side of the street,,0,Count the number of accent colors used on both sides of the street,"1
2",Right,Basic building colors,Lights on buildings,Accent colors,"Basic color: the color used for the majority of the building’s facade|Do not distinguish between different shades of the same color|If one color is the overwhelming majority, count only that color, if both colors are significant, count the two colors separately",Other lights: outdoor lights that are not on poles|Usually attached to a building facade or lining the side of a path,"Accent color: the color used for building trims and roofs, street objects, awnings, signs, and so forth|If the building is one color, it has no accent color"
808394810,10/21/2015 07:55:24,true,1777231894,,10/21/2015 07:47:42,false,elite,0.75,30688710,IDN,"","",114.79.32.104,2,,0,2,Right,12,https://contribua.org/bairros/oeste/catole/Rua_Honorio_de_Melo__240__90.jpg,Count the number of basic building/structure/surface colors on both sides of the street,"2
1",Count the number of other lights no more than 10 feet (3.04 meters) above the ground level on each side of the street,,0,Count the number of accent colors used on both sides of the street,"1
2",Right,Basic building colors,Lights on buildings,Accent colors,"Basic color: the color used for the majority of the building’s facade|Do not distinguish between different shades of the same color|If one color is the overwhelming majority, count only that color, if both colors are significant, count the two colors separately",Other lights: outdoor lights that are not on poles|Usually attached to a building facade or lining the side of a path,"Accent color: the color used for building trims and roofs, street objects, awnings, signs, and so forth|If the building is one color, it has no accent color"
808394810,10/22/2015 07:05:17,true,1778199961,,10/22/2015 06:50:50,false,neodev,0.75,33612909,THA,"","",223.204.248.126,1,,0,2,Right,12,https://contribua.org/bairros/oeste/catole/Rua_Honorio_de_Melo__240__90.jpg,Count the number of basic building/structure/surface colors on both sides of the street,"2
1",Count the number of other lights no more than 10 feet (3.04 meters) above the ground level on each side of the street,,0,Count the number of accent colors used on both sides of the street,"1
2",Right,Basic building colors,Lights on buildings,Accent colors,"Basic color: the color used for the majority of the building’s facade|Do not distinguish between different shades of the same color|If one color is the overwhelming majority, count only that color, if both colors are significant, count the two colors separately",Other lights: outdoor lights that are not on poles|Usually attached to a building facade or lining the side of a path,"Accent color: the color used for building trims and roofs, street objects, awnings, signs, and so forth|If the building is one color, it has no accent color"
808394810,10/22/2015 09:25:27,true,1778302819,true,10/22/2015 09:20:21,false,neodev,0.75,21804028,GRC,13,Thessaloníki,46.12.44.226,3,,0,2,Right,12,https://contribua.org/bairros/oeste/catole/Rua_Honorio_de_Melo__240__90.jpg,Count the number of basic building/structure/surface colors on both sides of the street,"2
1",Count the number of other lights no more than 10 feet (3.04 meters) above the ground level on each side of the street,,0,Count the number of accent colors used on both sides of the street,"1
2",Right,Basic building colors,Lights on buildings,Accent colors,"Basic color: the color used for the majority of the building’s facade|Do not distinguish between different shades of the same color|If one color is the overwhelming majority, count only that color, if both colors are significant, count the two colors separately",Other lights: outdoor lights that are not on poles|Usually attached to a building facade or lining the side of a path,"Accent color: the color used for building trims and roofs, street objects, awnings, signs, and so forth|If the building is one color, it has no accent color"
808394810,10/22/2015 11:49:00,true,1778369016,,10/22/2015 11:41:51,false,neodev,0.75,34206164,AUT,06,Graz,192.102.17.49,2,,0,2,Right,12,https://contribua.org/bairros/oeste/catole/Rua_Honorio_de_Melo__240__90.jpg,Count the number of basic building/structure/surface colors on both sides of the street,"2
1",Count the number of other lights no more than 10 feet (3.04 meters) above the ground level on each side of the street,,0,Count the number of accent colors used on both sides of the street,"1
2",Right,Basic building colors,Lights on buildings,Accent colors,"Basic color: the color used for the majority of the building’s facade|Do not distinguish between different shades of the same color|If one color is the overwhelming majority, count only that color, if both colors are significant, count the two colors separately",Other lights: outdoor lights that are not on poles|Usually attached to a building facade or lining the side of a path,"Accent color: the color used for building trims and roofs, street objects, awnings, signs, and so forth|If the building is one color, it has no accent color"
808394810,10/22/2015 16:29:02,true,1778600439,,10/22/2015 16:23:23,false,hiving,0.75,34368611,ITA,"","",46.227.4.11,2,,0,2,Right,12,https://contribua.org/bairros/oeste/catole/Rua_Honorio_de_Melo__240__90.jpg,Count the number of basic building/structure/surface colors on both sides of the street,"2
1",Count the number of other lights no more than 10 feet (3.04 meters) above the ground level on each side of the street,,0,Count the number of accent colors used on both sides of the street,"1
2",Right,Basic building colors,Lights on buildings,Accent colors,"Basic color: the color used for the majority of the building’s facade|Do not distinguish between different shades of the same color|If one color is the overwhelming majority, count only that color, if both colors are significant, count the two colors separately",Other lights: outdoor lights that are not on poles|Usually attached to a building facade or lining the side of a path,"Accent color: the color used for building trims and roofs, street objects, awnings, signs, and so forth|If the building is one color, it has no accent color"
808394810,10/22/2015 16:59:27,true,1778626263,,10/22/2015 16:53:15,false,neodev,0.8333,31935141,VEN,"","",200.11.192.182,1,,0,1,Right,12,https://contribua.org/bairros/oeste/catole/Rua_Honorio_de_Melo__240__90.jpg,Count the number of basic building/structure/surface colors on both sides of the street,"2
1",Count the number of other lights no more than 10 feet (3.04 meters) above the ground level on each side of the street,,0,Count the number of accent colors used on both sides of the street,"1
2",Right,Basic building colors,Lights on buildings,Accent colors,"Basic color: the color used for the majority of the building’s facade|Do not distinguish between different shades of the same color|If one color is the overwhelming majority, count only that color, if both colors are significant, count the two colors separately",Other lights: outdoor lights that are not on poles|Usually attached to a building facade or lining the side of a path,"Accent color: the color used for building trims and roofs, street objects, awnings, signs, and so forth|If the building is one color, it has no accent color"
808394810,10/22/2015 20:58:22,true,1778843508,,10/22/2015 20:53:47,false,clixsense,0.75,30746277,BIH,01,Sarajevo,77.78.248.11,1,,0,2,Right,12,https://contribua.org/bairros/oeste/catole/Rua_Honorio_de_Melo__240__90.jpg,Count the number of basic building/structure/surface colors on both sides of the street,"2
1",Count the number of other lights no more than 10 feet (3.04 meters) above the ground level on each side of the street,,0,Count the number of accent colors used on both sides of the street,"1
2",Right,Basic building colors,Lights on buildings,Accent colors,"Basic color: the color used for the majority of the building’s facade|Do not distinguish between different shades of the same color|If one color is the overwhelming majority, count only that color, if both colors are significant, count the two colors separately",Other lights: outdoor lights that are not on poles|Usually attached to a building facade or lining the side of a path,"Accent color: the color used for building trims and roofs, street objects, awnings, signs, and so forth|If the building is one color, it has no accent color"
808394810,10/22/2015 23:49:41,true,1778955063,,10/22/2015 23:47:06,false,elite,0.8571,33018241,IDN,04,Jakarta,202.62.16.223,2,,0,2,Right,12,https://contribua.org/bairros/oeste/catole/Rua_Honorio_de_Melo__240__90.jpg,Count the number of basic building/structure/surface colors on both sides of the street,"2
1",Count the number of other lights no more than 10 feet (3.04 meters) above the ground level on each side of the street,,0,Count the number of accent colors used on both sides of the street,"1
2",Right,Basic building colors,Lights on buildings,Accent colors,"Basic color: the color used for the majority of the building’s facade|Do not distinguish between different shades of the same color|If one color is the overwhelming majority, count only that color, if both colors are significant, count the two colors separately",Other lights: outdoor lights that are not on poles|Usually attached to a building facade or lining the side of a path,"Accent color: the color used for building trims and roofs, street objects, awnings, signs, and so forth|If the building is one color, it has no accent color"
808394810,10/24/2015 15:27:49,true,1780586238,,10/24/2015 15:24:38,false,elite,0.9,30636018,IDN,04,Jakarta,202.62.17.156,2,,0,2,Right,12,https://contribua.org/bairros/oeste/catole/Rua_Honorio_de_Melo__240__90.jpg,Count the number of basic building/structure/surface colors on both sides of the street,"2
1",Count the number of other lights no more than 10 feet (3.04 meters) above the ground level on each side of the street,,0,Count the number of accent colors used on both sides of the street,"1
2",Right,Basic building colors,Lights on buildings,Accent colors,"Basic color: the color used for the majority of the building’s facade|Do not distinguish between different shades of the same color|If one color is the overwhelming majority, count only that color, if both colors are significant, count the two colors separately",Other lights: outdoor lights that are not on poles|Usually attached to a building facade or lining the side of a path,"Accent color: the color used for building trims and roofs, street objects, awnings, signs, and so forth|If the building is one color, it has no accent color"
808394810,10/25/2015 08:16:17,true,1781364100,,10/25/2015 08:13:07,false,clixsense,0.8333,24296157,HRV,21,Zagreb,89.164.179.201,2,,0,2,Right,12,https://contribua.org/bairros/oeste/catole/Rua_Honorio_de_Melo__240__90.jpg,Count the number of basic building/structure/surface colors on both sides of the street,"2
1",Count the number of other lights no more than 10 feet (3.04 meters) above the ground level on each side of the street,,0,Count the number of accent colors used on both sides of the street,"1
2",Right,Basic building colors,Lights on buildings,Accent colors,"Basic color: the color used for the majority of the building’s facade|Do not distinguish between different shades of the same color|If one color is the overwhelming majority, count only that color, if both colors are significant, count the two colors separately",Other lights: outdoor lights that are not on poles|Usually attached to a building facade or lining the side of a path,"Accent color: the color used for building trims and roofs, street objects, awnings, signs, and so forth|If the building is one color, it has no accent color"
808394913,10/20/2015 14:24:27,true,1776000082,false,10/20/2015 14:21:03,false,neodev,0.7778,29674710,VEN,25,Caracas,186.167.243.48,1,0,0,1,"left
Right",12,https://contribua.org/bairros/norte/centro/Avenida_Barao_Rio_Branco__141_90.jpg,Count the number of basic building/structure/surface colors on both sides of the street,"3
2",Count the number of other lights no more than 10 feet (3.04 meters) above the ground level on each side of the street,0,0,Count the number of accent colors used on both sides of the street,"3
2","left
Right",Basic building colors,Lights on buildings,Accent colors,"Basic color: the color used for the majority of the building’s facade|Do not distinguish between different shades of the same color|If one color is the overwhelming majority, count only that color, if both colors are significant, count the two colors separately",Other lights: outdoor lights that are not on poles|Usually attached to a building facade or lining the side of a path,"Accent color: the color used for building trims and roofs, street objects, awnings, signs, and so forth|If the building is one color, it has no accent color"
808394913,10/20/2015 15:50:51,true,1776133978,false,10/20/2015 15:45:11,false,neodev,1.0,18643535,ROU,10,Bucharest,78.96.115.16,2,0,0,1,"left
Right",12,https://contribua.org/bairros/norte/centro/Avenida_Barao_Rio_Branco__141_90.jpg,Count the number of basic building/structure/surface colors on both sides of the street,"3
2",Count the number of other lights no more than 10 feet (3.04 meters) above the ground level on each side of the street,0,0,Count the number of accent colors used on both sides of the street,"3
2","left
Right",Basic building colors,Lights on buildings,Accent colors,"Basic color: the color used for the majority of the building’s facade|Do not distinguish between different shades of the same color|If one color is the overwhelming majority, count only that color, if both colors are significant, count the two colors separately",Other lights: outdoor lights that are not on poles|Usually attached to a building facade or lining the side of a path,"Accent color: the color used for building trims and roofs, street objects, awnings, signs, and so forth|If the building is one color, it has no accent color"
808394913,10/20/2015 19:00:59,true,1776551390,false,10/20/2015 18:39:13,false,neodev,1.0,32073845,BGR,51,Plovdiv,87.97.233.19,2,0,,1,left,12,https://contribua.org/bairros/norte/centro/Avenida_Barao_Rio_Branco__141_90.jpg,Count the number of basic building/structure/surface colors on both sides of the street,"3
2",Count the number of other lights no more than 10 feet (3.04 meters) above the ground level on each side of the street,0,0,Count the number of accent colors used on both sides of the street,"3
2","left
Right",Basic building colors,Lights on buildings,Accent colors,"Basic color: the color used for the majority of the building’s facade|Do not distinguish between different shades of the same color|If one color is the overwhelming majority, count only that color, if both colors are significant, count the two colors separately",Other lights: outdoor lights that are not on poles|Usually attached to a building facade or lining the side of a path,"Accent color: the color used for building trims and roofs, street objects, awnings, signs, and so forth|If the building is one color, it has no accent color"
808394913,10/21/2015 05:14:36,true,1777153470,false,10/21/2015 05:13:24,false,clixsense,0.7,21665495,CAN,"","",24.105.69.70,2,0,0,1,"left
Right",12,https://contribua.org/bairros/norte/centro/Avenida_Barao_Rio_Branco__141_90.jpg,Count the number of basic building/structure/surface colors on both sides of the street,"3
2",Count the number of other lights no more than 10 feet (3.04 meters) above the ground level on each side of the street,0,0,Count the number of accent colors used on both sides of the street,"3
2","left
Right",Basic building colors,Lights on buildings,Accent colors,"Basic color: the color used for the majority of the building’s facade|Do not distinguish between different shades of the same color|If one color is the overwhelming majority, count only that color, if both colors are significant, count the two colors separately",Other lights: outdoor lights that are not on poles|Usually attached to a building facade or lining the side of a path,"Accent color: the color used for building trims and roofs, street objects, awnings, signs, and so forth|If the building is one color, it has no accent color"
808394913,10/21/2015 07:55:24,true,1777231891,false,10/21/2015 07:47:42,false,elite,0.75,30688710,IDN,"","",114.79.32.104,2,1,1,2,"left
Right",12,https://contribua.org/bairros/norte/centro/Avenida_Barao_Rio_Branco__141_90.jpg,Count the number of basic building/structure/surface colors on both sides of the street,"3
2",Count the number of other lights no more than 10 feet (3.04 meters) above the ground level on each side of the street,0,0,Count the number of accent colors used on both sides of the street,"3
2","left
Right",Basic building colors,Lights on buildings,Accent colors,"Basic color: the color used for the majority of the building’s facade|Do not distinguish between different shades of the same color|If one color is the overwhelming majority, count only that color, if both colors are significant, count the two colors separately",Other lights: outdoor lights that are not on poles|Usually attached to a building facade or lining the side of a path,"Accent color: the color used for building trims and roofs, street objects, awnings, signs, and so forth|If the building is one color, it has no accent color"
808394913,10/22/2015 02:15:18,true,1778055513,,10/22/2015 02:12:13,false,prodege,0.75,34671410,CAN,NS,Lower Sackville,47.55.147.233,2,0,0,2,"left
Right",12,https://contribua.org/bairros/norte/centro/Avenida_Barao_Rio_Branco__141_90.jpg,Count the number of basic building/structure/surface colors on both sides of the street,"3
2",Count the number of other lights no more than 10 feet (3.04 meters) above the ground level on each side of the street,0,0,Count the number of accent colors used on both sides of the street,"3
2","left
Right",Basic building colors,Lights on buildings,Accent colors,"Basic color: the color used for the majority of the building’s facade|Do not distinguish between different shades of the same color|If one color is the overwhelming majority, count only that color, if both colors are significant, count the two colors separately",Other lights: outdoor lights that are not on poles|Usually attached to a building facade or lining the side of a path,"Accent color: the color used for building trims and roofs, street objects, awnings, signs, and so forth|If the building is one color, it has no accent color"
808394913,10/22/2015 06:40:05,true,1778187385,false,10/22/2015 06:37:47,false,clixsense,0.9,9509334,BIH,01,Sarajevo,188.127.122.115,2,0,0,0,"left
Right",12,https://contribua.org/bairros/norte/centro/Avenida_Barao_Rio_Branco__141_90.jpg,Count the number of basic building/structure/surface colors on both sides of the street,"3
2",Count the number of other lights no more than 10 feet (3.04 meters) above the ground level on each side of the street,0,0,Count the number of accent colors used on both sides of the street,"3
2","left
Right",Basic building colors,Lights on buildings,Accent colors,"Basic color: the color used for the majority of the building’s facade|Do not distinguish between different shades of the same color|If one color is the overwhelming majority, count only that color, if both colors are significant, count the two colors separately",Other lights: outdoor lights that are not on poles|Usually attached to a building facade or lining the side of a path,"Accent color: the color used for building trims and roofs, street objects, awnings, signs, and so forth|If the building is one color, it has no accent color"
808394913,10/22/2015 09:25:27,true,1778302820,false,10/22/2015 09:20:21,false,neodev,0.75,21804028,GRC,13,Thessaloníki,46.12.44.226,2,0,0,1,"left
Right",12,https://contribua.org/bairros/norte/centro/Avenida_Barao_Rio_Branco__141_90.jpg,Count the number of basic building/structure/surface colors on both sides of the street,"3
2",Count the number of other lights no more than 10 feet (3.04 meters) above the ground level on each side of the street,0,0,Count the number of accent colors used on both sides of the street,"3
2","left
Right",Basic building colors,Lights on buildings,Accent colors,"Basic color: the color used for the majority of the building’s facade|Do not distinguish between different shades of the same color|If one color is the overwhelming majority, count only that color, if both colors are significant, count the two colors separately",Other lights: outdoor lights that are not on poles|Usually attached to a building facade or lining the side of a path,"Accent color: the color used for building trims and roofs, street objects, awnings, signs, and so forth|If the building is one color, it has no accent color"
808394913,10/22/2015 16:29:02,true,1778600452,false,10/22/2015 16:23:23,false,hiving,0.75,34368611,ITA,"","",46.227.4.11,1,0,0,2,"left
Right",12,https://contribua.org/bairros/norte/centro/Avenida_Barao_Rio_Branco__141_90.jpg,Count the number of basic building/structure/surface colors on both sides of the street,"3
2",Count the number of other lights no more than 10 feet (3.04 meters) above the ground level on each side of the street,0,0,Count the number of accent colors used on both sides of the street,"3
2","left
Right",Basic building colors,Lights on buildings,Accent colors,"Basic color: the color used for the majority of the building’s facade|Do not distinguish between different shades of the same color|If one color is the overwhelming majority, count only that color, if both colors are significant, count the two colors separately",Other lights: outdoor lights that are not on poles|Usually attached to a building facade or lining the side of a path,"Accent color: the color used for building trims and roofs, street objects, awnings, signs, and so forth|If the building is one color, it has no accent color"
808394913,10/22/2015 21:25:32,true,1778863218,true,10/22/2015 21:17:31,false,neodev,0.75,34106872,PRT,14,Lisbon,95.92.128.4,1,0,0,0,"left
Right",12,https://contribua.org/bairros/norte/centro/Avenida_Barao_Rio_Branco__141_90.jpg,Count the number of basic building/structure/surface colors on both sides of the street,"3
2",Count the number of other lights no more than 10 feet (3.04 meters) above the ground level on each side of the street,0,0,Count the number of accent colors used on both sides of the street,"3
2","left
Right",Basic building colors,Lights on buildings,Accent colors,"Basic color: the color used for the majority of the building’s facade|Do not distinguish between different shades of the same color|If one color is the overwhelming majority, count only that color, if both colors are significant, count the two colors separately",Other lights: outdoor lights that are not on poles|Usually attached to a building facade or lining the side of a path,"Accent color: the color used for building trims and roofs, street objects, awnings, signs, and so forth|If the building is one color, it has no accent color"
808394913,10/22/2015 23:58:20,true,1778959333,,10/22/2015 23:56:03,false,elite,0.8571,33018241,IDN,04,Jakarta,202.62.16.223,2,0,0,2,"left
Right",12,https://contribua.org/bairros/norte/centro/Avenida_Barao_Rio_Branco__141_90.jpg,Count the number of basic building/structure/surface colors on both sides of the street,"3
2",Count the number of other lights no more than 10 feet (3.04 meters) above the ground level on each side of the street,0,0,Count the number of accent colors used on both sides of the street,"3
2","left
Right",Basic building colors,Lights on buildings,Accent colors,"Basic color: the color used for the majority of the building’s facade|Do not distinguish between different shades of the same color|If one color is the overwhelming majority, count only that color, if both colors are significant, count the two colors separately",Other lights: outdoor lights that are not on poles|Usually attached to a building facade or lining the side of a path,"Accent color: the color used for building trims and roofs, street objects, awnings, signs, and so forth|If the building is one color, it has no accent color"
808394913,10/24/2015 15:21:51,true,1780577246,,10/24/2015 15:18:54,false,elite,0.9,30636018,IDN,04,Jakarta,202.62.17.156,2,0,0,2,"left
Right",12,https://contribua.org/bairros/norte/centro/Avenida_Barao_Rio_Branco__141_90.jpg,Count the number of basic building/structure/surface colors on both sides of the street,"3
2",Count the number of other lights no more than 10 feet (3.04 meters) above the ground level on each side of the street,0,0,Count the number of accent colors used on both sides of the street,"3
2","left
Right",Basic building colors,Lights on buildings,Accent colors,"Basic color: the color used for the majority of the building’s facade|Do not distinguish between different shades of the same color|If one color is the overwhelming majority, count only that color, if both colors are significant, count the two colors separately",Other lights: outdoor lights that are not on poles|Usually attached to a building facade or lining the side of a path,"Accent color: the color used for building trims and roofs, street objects, awnings, signs, and so forth|If the building is one color, it has no accent color"
