_unit_id,_created_at,_golden,_id,_missed,_started_at,_tainted,_channel,_trust,_worker_id,_country,_region,_city,_ip,question1__left_side,question1__right_side,question2__left_side,question2__right_side,question3__left_side,question3__right_side,seeside,group,image_url,question1,question1__left_side_gold,question1__right_side_gold,question2,question2__left_side_gold,question2__right_side_gold,question3,question3__left_side_gold,question3__right_side_gold,seeside_gold,step1,step2,step3,tip1,tip2,tip3
808353432,10/23/2015 12:04:35,true,1779450227,true,10/23/2015 11:55:07,false,clixsense,0.7778,8941631,BRA,21,Rio De Janeiro,179.210.11.135,4,3,2,4,3,3,"left
Right",3,https://contribua.org/bairros/oeste/liberdade/Rua_Padre_Pedro_Serrao__353__90.jpg,Rate the debris condition of pavement on a 1-5 scale on each side of the street,"3
4","3
4",Rate the pavement condition on a 1–5 scale on each side of the street,"3
4","3
4",Rate the condition of landscape elements on a 1-5 scale on each side of the street,"4
5","4
5","left
Right",Debris Condition,Pavement Condition,Landscape Condition,"Take note of dirt, leaves, and trash|Consider a 1 when there is a lot of dirt, leaves and trash|Consider a 5 for a clean place, without dirt, leaves or trash|Consider a 3 as a neutral evaluation, not very negative and not very positive","Take note of visible cracks, discoloration, patches, presence of weeds, etc. Rate the condition of the sidewalk and the street|Consider a 1 when sidewalk and street are full of cracks, when old sidewalk and street are discolored, with patches, when street and sidewalk have a lot weeds|Consider a 5 when there are no cracks, when sidewalk and street are new, without weeds|Consider a 3 as a neutral evaluation, not very negative and not very positive","Landscape elements: tree, bush, visible ground-cover and turf. Add to this the evaluation of buildings condition|Consider upkeep and lack of adequate landscaping|Consider a 1 when the place is poorly maintained|Consider a 5 for a place well maintained (good painting; trees and bushes cut)|Consider a 3 as a neutral evaluation, not very negative and not very positive"
808353432,10/28/2015 17:56:07,true,1784392112,,10/28/2015 17:53:10,false,neodev,0.8,21296943,ROU,03,Mioveni,79.115.72.161,3,3,3,3,4,4,"left
Right",3,https://contribua.org/bairros/oeste/liberdade/Rua_Padre_Pedro_Serrao__353__90.jpg,Rate the debris condition of pavement on a 1-5 scale on each side of the street,"3
4","3
4",Rate the pavement condition on a 1–5 scale on each side of the street,"3
4","3
4",Rate the condition of landscape elements on a 1-5 scale on each side of the street,"4
5","4
5","left
Right",Debris Condition,Pavement Condition,Landscape Condition,"Take note of dirt, leaves, and trash|Consider a 1 when there is a lot of dirt, leaves and trash|Consider a 5 for a clean place, without dirt, leaves or trash|Consider a 3 as a neutral evaluation, not very negative and not very positive","Take note of visible cracks, discoloration, patches, presence of weeds, etc. Rate the condition of the sidewalk and the street|Consider a 1 when sidewalk and street are full of cracks, when old sidewalk and street are discolored, with patches, when street and sidewalk have a lot weeds|Consider a 5 when there are no cracks, when sidewalk and street are new, without weeds|Consider a 3 as a neutral evaluation, not very negative and not very positive","Landscape elements: tree, bush, visible ground-cover and turf. Add to this the evaluation of buildings condition|Consider upkeep and lack of adequate landscaping|Consider a 1 when the place is poorly maintained|Consider a 5 for a place well maintained (good painting; trees and bushes cut)|Consider a 3 as a neutral evaluation, not very negative and not very positive"
808353555,10/20/2015 13:56:56,true,1775970559,true,10/20/2015 13:51:07,false,elite,0.75,26583151,IND,"","",117.241.47.170,5,5,4,4,4,3,"left
Right",3,https://contribua.org/bairros/norte/centro/Rua_Quebra_Quilos__399__90.jpg,Rate the debris condition of pavement on a 1-5 scale on each side of the street,"4
5","4
5",Rate the pavement condition on a 1–5 scale on each side of the street,"4
5","4
5",Rate the condition of landscape elements on a 1-5 scale on each side of the street,"4
5","4
5","left
Right",Debris Condition,Pavement Condition,Landscape Condition,"Take note of dirt, leaves, and trash|Consider a 1 when there is a lot of dirt, leaves and trash|Consider a 5 for a clean place, without dirt, leaves or trash|Consider a 3 as a neutral evaluation, not very negative and not very positive","Take note of visible cracks, discoloration, patches, presence of weeds, etc. Rate the condition of the sidewalk and the street|Consider a 1 when sidewalk and street are full of cracks, when old sidewalk and street are discolored, with patches, when street and sidewalk have a lot weeds|Consider a 5 when there are no cracks, when sidewalk and street are new, without weeds|Consider a 3 as a neutral evaluation, not very negative and not very positive","Landscape elements: tree, bush, visible ground-cover and turf. Add to this the evaluation of buildings condition|Consider upkeep and lack of adequate landscaping|Consider a 1 when the place is poorly maintained|Consider a 5 for a place well maintained (good painting; trees and bushes cut)|Consider a 3 as a neutral evaluation, not very negative and not very positive"
808353555,10/20/2015 15:23:48,true,1776077289,true,10/20/2015 15:20:25,false,elite,0.8,30688710,IDN,04,Jakarta,202.62.17.137,3,3,3,3,3,3,"left
Right",3,https://contribua.org/bairros/norte/centro/Rua_Quebra_Quilos__399__90.jpg,Rate the debris condition of pavement on a 1-5 scale on each side of the street,"4
5","4
5",Rate the pavement condition on a 1–5 scale on each side of the street,"4
5","4
5",Rate the condition of landscape elements on a 1-5 scale on each side of the street,"4
5","4
5","left
Right",Debris Condition,Pavement Condition,Landscape Condition,"Take note of dirt, leaves, and trash|Consider a 1 when there is a lot of dirt, leaves and trash|Consider a 5 for a clean place, without dirt, leaves or trash|Consider a 3 as a neutral evaluation, not very negative and not very positive","Take note of visible cracks, discoloration, patches, presence of weeds, etc. Rate the condition of the sidewalk and the street|Consider a 1 when sidewalk and street are full of cracks, when old sidewalk and street are discolored, with patches, when street and sidewalk have a lot weeds|Consider a 5 when there are no cracks, when sidewalk and street are new, without weeds|Consider a 3 as a neutral evaluation, not very negative and not very positive","Landscape elements: tree, bush, visible ground-cover and turf. Add to this the evaluation of buildings condition|Consider upkeep and lack of adequate landscaping|Consider a 1 when the place is poorly maintained|Consider a 5 for a place well maintained (good painting; trees and bushes cut)|Consider a 3 as a neutral evaluation, not very negative and not very positive"
808353555,10/20/2015 22:31:59,true,1776900630,false,10/20/2015 22:19:20,false,neodev,0.75,30312688,VEN,"","",190.206.35.176,3,4,3,4,4,4,"left
Right",3,https://contribua.org/bairros/norte/centro/Rua_Quebra_Quilos__399__90.jpg,Rate the debris condition of pavement on a 1-5 scale on each side of the street,"4
5","4
5",Rate the pavement condition on a 1–5 scale on each side of the street,"4
5","4
5",Rate the condition of landscape elements on a 1-5 scale on each side of the street,"4
5","4
5","left
Right",Debris Condition,Pavement Condition,Landscape Condition,"Take note of dirt, leaves, and trash|Consider a 1 when there is a lot of dirt, leaves and trash|Consider a 5 for a clean place, without dirt, leaves or trash|Consider a 3 as a neutral evaluation, not very negative and not very positive","Take note of visible cracks, discoloration, patches, presence of weeds, etc. Rate the condition of the sidewalk and the street|Consider a 1 when sidewalk and street are full of cracks, when old sidewalk and street are discolored, with patches, when street and sidewalk have a lot weeds|Consider a 5 when there are no cracks, when sidewalk and street are new, without weeds|Consider a 3 as a neutral evaluation, not very negative and not very positive","Landscape elements: tree, bush, visible ground-cover and turf. Add to this the evaluation of buildings condition|Consider upkeep and lack of adequate landscaping|Consider a 1 when the place is poorly maintained|Consider a 5 for a place well maintained (good painting; trees and bushes cut)|Consider a 3 as a neutral evaluation, not very negative and not very positive"
808353555,10/21/2015 09:17:34,true,1777301950,true,10/21/2015 09:11:20,false,hiving,0.8,33128931,ITA,16,Fucecchio,79.51.16.172,3,3,3,3,3,3,"left
Right",3,https://contribua.org/bairros/norte/centro/Rua_Quebra_Quilos__399__90.jpg,Rate the debris condition of pavement on a 1-5 scale on each side of the street,"4
5","4
5",Rate the pavement condition on a 1–5 scale on each side of the street,"4
5","4
5",Rate the condition of landscape elements on a 1-5 scale on each side of the street,"4
5","4
5","left
Right",Debris Condition,Pavement Condition,Landscape Condition,"Take note of dirt, leaves, and trash|Consider a 1 when there is a lot of dirt, leaves and trash|Consider a 5 for a clean place, without dirt, leaves or trash|Consider a 3 as a neutral evaluation, not very negative and not very positive","Take note of visible cracks, discoloration, patches, presence of weeds, etc. Rate the condition of the sidewalk and the street|Consider a 1 when sidewalk and street are full of cracks, when old sidewalk and street are discolored, with patches, when street and sidewalk have a lot weeds|Consider a 5 when there are no cracks, when sidewalk and street are new, without weeds|Consider a 3 as a neutral evaluation, not very negative and not very positive","Landscape elements: tree, bush, visible ground-cover and turf. Add to this the evaluation of buildings condition|Consider upkeep and lack of adequate landscaping|Consider a 1 when the place is poorly maintained|Consider a 5 for a place well maintained (good painting; trees and bushes cut)|Consider a 3 as a neutral evaluation, not very negative and not very positive"
808353555,10/21/2015 11:16:13,true,1777352872,,10/21/2015 11:12:54,false,tremorgames,0.75,16704658,ROU,"","",109.166.131.90,5,5,4,4,5,5,"left
Right",3,https://contribua.org/bairros/norte/centro/Rua_Quebra_Quilos__399__90.jpg,Rate the debris condition of pavement on a 1-5 scale on each side of the street,"4
5","4
5",Rate the pavement condition on a 1–5 scale on each side of the street,"4
5","4
5",Rate the condition of landscape elements on a 1-5 scale on each side of the street,"4
5","4
5","left
Right",Debris Condition,Pavement Condition,Landscape Condition,"Take note of dirt, leaves, and trash|Consider a 1 when there is a lot of dirt, leaves and trash|Consider a 5 for a clean place, without dirt, leaves or trash|Consider a 3 as a neutral evaluation, not very negative and not very positive","Take note of visible cracks, discoloration, patches, presence of weeds, etc. Rate the condition of the sidewalk and the street|Consider a 1 when sidewalk and street are full of cracks, when old sidewalk and street are discolored, with patches, when street and sidewalk have a lot weeds|Consider a 5 when there are no cracks, when sidewalk and street are new, without weeds|Consider a 3 as a neutral evaluation, not very negative and not very positive","Landscape elements: tree, bush, visible ground-cover and turf. Add to this the evaluation of buildings condition|Consider upkeep and lack of adequate landscaping|Consider a 1 when the place is poorly maintained|Consider a 5 for a place well maintained (good painting; trees and bushes cut)|Consider a 3 as a neutral evaluation, not very negative and not very positive"
808353555,10/22/2015 00:37:18,true,1777999671,false,10/22/2015 00:31:31,false,neodev,0.75,34593648,BRA,05,Salvador,179.183.124.140,4,4,5,5,3,4,"left
Right",3,https://contribua.org/bairros/norte/centro/Rua_Quebra_Quilos__399__90.jpg,Rate the debris condition of pavement on a 1-5 scale on each side of the street,"4
5","4
5",Rate the pavement condition on a 1–5 scale on each side of the street,"4
5","4
5",Rate the condition of landscape elements on a 1-5 scale on each side of the street,"4
5","4
5","left
Right",Debris Condition,Pavement Condition,Landscape Condition,"Take note of dirt, leaves, and trash|Consider a 1 when there is a lot of dirt, leaves and trash|Consider a 5 for a clean place, without dirt, leaves or trash|Consider a 3 as a neutral evaluation, not very negative and not very positive","Take note of visible cracks, discoloration, patches, presence of weeds, etc. Rate the condition of the sidewalk and the street|Consider a 1 when sidewalk and street are full of cracks, when old sidewalk and street are discolored, with patches, when street and sidewalk have a lot weeds|Consider a 5 when there are no cracks, when sidewalk and street are new, without weeds|Consider a 3 as a neutral evaluation, not very negative and not very positive","Landscape elements: tree, bush, visible ground-cover and turf. Add to this the evaluation of buildings condition|Consider upkeep and lack of adequate landscaping|Consider a 1 when the place is poorly maintained|Consider a 5 for a place well maintained (good painting; trees and bushes cut)|Consider a 3 as a neutral evaluation, not very negative and not very positive"
808353555,10/22/2015 13:11:50,true,1778465131,,10/22/2015 13:01:45,false,clixsense,0.75,28851426,VEN,"","",186.95.129.248,5,5,4,5,4,4,"left
Right",3,https://contribua.org/bairros/norte/centro/Rua_Quebra_Quilos__399__90.jpg,Rate the debris condition of pavement on a 1-5 scale on each side of the street,"4
5","4
5",Rate the pavement condition on a 1–5 scale on each side of the street,"4
5","4
5",Rate the condition of landscape elements on a 1-5 scale on each side of the street,"4
5","4
5","left
Right",Debris Condition,Pavement Condition,Landscape Condition,"Take note of dirt, leaves, and trash|Consider a 1 when there is a lot of dirt, leaves and trash|Consider a 5 for a clean place, without dirt, leaves or trash|Consider a 3 as a neutral evaluation, not very negative and not very positive","Take note of visible cracks, discoloration, patches, presence of weeds, etc. Rate the condition of the sidewalk and the street|Consider a 1 when sidewalk and street are full of cracks, when old sidewalk and street are discolored, with patches, when street and sidewalk have a lot weeds|Consider a 5 when there are no cracks, when sidewalk and street are new, without weeds|Consider a 3 as a neutral evaluation, not very negative and not very positive","Landscape elements: tree, bush, visible ground-cover and turf. Add to this the evaluation of buildings condition|Consider upkeep and lack of adequate landscaping|Consider a 1 when the place is poorly maintained|Consider a 5 for a place well maintained (good painting; trees and bushes cut)|Consider a 3 as a neutral evaluation, not very negative and not very positive"
808353555,10/22/2015 14:20:12,true,1778520323,,10/22/2015 14:16:50,false,neodev,0.8,17699343,ESP,56,Pallejá,188.87.196.132,5,5,4,4,4,4,"left
Right",3,https://contribua.org/bairros/norte/centro/Rua_Quebra_Quilos__399__90.jpg,Rate the debris condition of pavement on a 1-5 scale on each side of the street,"4
5","4
5",Rate the pavement condition on a 1–5 scale on each side of the street,"4
5","4
5",Rate the condition of landscape elements on a 1-5 scale on each side of the street,"4
5","4
5","left
Right",Debris Condition,Pavement Condition,Landscape Condition,"Take note of dirt, leaves, and trash|Consider a 1 when there is a lot of dirt, leaves and trash|Consider a 5 for a clean place, without dirt, leaves or trash|Consider a 3 as a neutral evaluation, not very negative and not very positive","Take note of visible cracks, discoloration, patches, presence of weeds, etc. Rate the condition of the sidewalk and the street|Consider a 1 when sidewalk and street are full of cracks, when old sidewalk and street are discolored, with patches, when street and sidewalk have a lot weeds|Consider a 5 when there are no cracks, when sidewalk and street are new, without weeds|Consider a 3 as a neutral evaluation, not very negative and not very positive","Landscape elements: tree, bush, visible ground-cover and turf. Add to this the evaluation of buildings condition|Consider upkeep and lack of adequate landscaping|Consider a 1 when the place is poorly maintained|Consider a 5 for a place well maintained (good painting; trees and bushes cut)|Consider a 3 as a neutral evaluation, not very negative and not very positive"
808353555,10/23/2015 03:58:36,true,1779126003,false,10/23/2015 03:53:34,false,elite,0.75,29216801,USA,"","",172.164.50.190,5,5,3,3,3,4,"left
Right",3,https://contribua.org/bairros/norte/centro/Rua_Quebra_Quilos__399__90.jpg,Rate the debris condition of pavement on a 1-5 scale on each side of the street,"4
5","4
5",Rate the pavement condition on a 1–5 scale on each side of the street,"4
5","4
5",Rate the condition of landscape elements on a 1-5 scale on each side of the street,"4
5","4
5","left
Right",Debris Condition,Pavement Condition,Landscape Condition,"Take note of dirt, leaves, and trash|Consider a 1 when there is a lot of dirt, leaves and trash|Consider a 5 for a clean place, without dirt, leaves or trash|Consider a 3 as a neutral evaluation, not very negative and not very positive","Take note of visible cracks, discoloration, patches, presence of weeds, etc. Rate the condition of the sidewalk and the street|Consider a 1 when sidewalk and street are full of cracks, when old sidewalk and street are discolored, with patches, when street and sidewalk have a lot weeds|Consider a 5 when there are no cracks, when sidewalk and street are new, without weeds|Consider a 3 as a neutral evaluation, not very negative and not very positive","Landscape elements: tree, bush, visible ground-cover and turf. Add to this the evaluation of buildings condition|Consider upkeep and lack of adequate landscaping|Consider a 1 when the place is poorly maintained|Consider a 5 for a place well maintained (good painting; trees and bushes cut)|Consider a 3 as a neutral evaluation, not very negative and not very positive"
808353555,10/27/2015 16:12:39,true,1783518216,,10/27/2015 16:09:10,false,neodev,0.8,34817474,BRA,23,Parobé,187.54.153.118,4,4,4,4,4,4,"left
Right",3,https://contribua.org/bairros/norte/centro/Rua_Quebra_Quilos__399__90.jpg,Rate the debris condition of pavement on a 1-5 scale on each side of the street,"4
5","4
5",Rate the pavement condition on a 1–5 scale on each side of the street,"4
5","4
5",Rate the condition of landscape elements on a 1-5 scale on each side of the street,"4
5","4
5","left
Right",Debris Condition,Pavement Condition,Landscape Condition,"Take note of dirt, leaves, and trash|Consider a 1 when there is a lot of dirt, leaves and trash|Consider a 5 for a clean place, without dirt, leaves or trash|Consider a 3 as a neutral evaluation, not very negative and not very positive","Take note of visible cracks, discoloration, patches, presence of weeds, etc. Rate the condition of the sidewalk and the street|Consider a 1 when sidewalk and street are full of cracks, when old sidewalk and street are discolored, with patches, when street and sidewalk have a lot weeds|Consider a 5 when there are no cracks, when sidewalk and street are new, without weeds|Consider a 3 as a neutral evaluation, not very negative and not very positive","Landscape elements: tree, bush, visible ground-cover and turf. Add to this the evaluation of buildings condition|Consider upkeep and lack of adequate landscaping|Consider a 1 when the place is poorly maintained|Consider a 5 for a place well maintained (good painting; trees and bushes cut)|Consider a 3 as a neutral evaluation, not very negative and not very positive"
808353555,10/28/2015 17:59:13,true,1784394211,true,10/28/2015 17:56:08,false,neodev,0.8,21296943,ROU,03,Mioveni,79.115.72.161,4,4,3,3,4,4,"left
Right",3,https://contribua.org/bairros/norte/centro/Rua_Quebra_Quilos__399__90.jpg,Rate the debris condition of pavement on a 1-5 scale on each side of the street,"4
5","4
5",Rate the pavement condition on a 1–5 scale on each side of the street,"4
5","4
5",Rate the condition of landscape elements on a 1-5 scale on each side of the street,"4
5","4
5","left
Right",Debris Condition,Pavement Condition,Landscape Condition,"Take note of dirt, leaves, and trash|Consider a 1 when there is a lot of dirt, leaves and trash|Consider a 5 for a clean place, without dirt, leaves or trash|Consider a 3 as a neutral evaluation, not very negative and not very positive","Take note of visible cracks, discoloration, patches, presence of weeds, etc. Rate the condition of the sidewalk and the street|Consider a 1 when sidewalk and street are full of cracks, when old sidewalk and street are discolored, with patches, when street and sidewalk have a lot weeds|Consider a 5 when there are no cracks, when sidewalk and street are new, without weeds|Consider a 3 as a neutral evaluation, not very negative and not very positive","Landscape elements: tree, bush, visible ground-cover and turf. Add to this the evaluation of buildings condition|Consider upkeep and lack of adequate landscaping|Consider a 1 when the place is poorly maintained|Consider a 5 for a place well maintained (good painting; trees and bushes cut)|Consider a 3 as a neutral evaluation, not very negative and not very positive"
810467871,10/20/2015 13:42:17,true,1775957006,,10/20/2015 13:38:49,false,clixsense,0.75,33794987,VEN,17,Porlamar,190.142.192.232,4,4,4,4,4,4,"left
Right",3,https://contribua.org/bairros/oeste/catole/Rua_Doutor_Antonio_Telha__235_180.jpg,Rate the debris condition of pavement on a 1-5 scale on each side of the street,"3
4
5","4
5",Rate the pavement condition on a 1–5 scale on each side of the street,"4
5","4
5",Rate the condition of landscape elements on a 1-5 scale on each side of the street,"3
4
5","3
4
5","left
Right",Debris Condition,Pavement Condition,Landscape Condition,"Take note of dirt, leaves, and trash|Consider a 1 when there is a lot of dirt, leaves and trash|Consider a 5 for a clean place, without dirt, leaves or trash|Consider a 3 as a neutral evaluation, not very negative and not very positive","Take note of visible cracks, discoloration, patches, presence of weeds, etc. Rate the condition of the sidewalk and the street|Consider a 1 when sidewalk and street are full of cracks, when old sidewalk and street are discolored, with patches, when street and sidewalk have a lot weeds|Consider a 5 when there are no cracks, when sidewalk and street are new, without weeds|Consider a 3 as a neutral evaluation, not very negative and not very positive","Landscape elements: tree, bush, visible ground-cover and turf. Add to this the evaluation of buildings condition|Consider upkeep and lack of adequate landscaping|Consider a 1 when the place is poorly maintained|Consider a 5 for a place well maintained (good painting; trees and bushes cut)|Consider a 3 as a neutral evaluation, not very negative and not very positive"
810467871,10/20/2015 15:17:50,true,1776066620,,10/20/2015 15:04:43,false,gifthunterclub,0.8889,32455358,VEN,"","",190.73.185.48,4,4,4,4,3,3,"left
Right",3,https://contribua.org/bairros/oeste/catole/Rua_Doutor_Antonio_Telha__235_180.jpg,Rate the debris condition of pavement on a 1-5 scale on each side of the street,"3
4
5","4
5",Rate the pavement condition on a 1–5 scale on each side of the street,"4
5","4
5",Rate the condition of landscape elements on a 1-5 scale on each side of the street,"3
4
5","3
4
5","left
Right",Debris Condition,Pavement Condition,Landscape Condition,"Take note of dirt, leaves, and trash|Consider a 1 when there is a lot of dirt, leaves and trash|Consider a 5 for a clean place, without dirt, leaves or trash|Consider a 3 as a neutral evaluation, not very negative and not very positive","Take note of visible cracks, discoloration, patches, presence of weeds, etc. Rate the condition of the sidewalk and the street|Consider a 1 when sidewalk and street are full of cracks, when old sidewalk and street are discolored, with patches, when street and sidewalk have a lot weeds|Consider a 5 when there are no cracks, when sidewalk and street are new, without weeds|Consider a 3 as a neutral evaluation, not very negative and not very positive","Landscape elements: tree, bush, visible ground-cover and turf. Add to this the evaluation of buildings condition|Consider upkeep and lack of adequate landscaping|Consider a 1 when the place is poorly maintained|Consider a 5 for a place well maintained (good painting; trees and bushes cut)|Consider a 3 as a neutral evaluation, not very negative and not very positive"
810467871,10/20/2015 15:50:02,true,1776132064,,10/20/2015 15:44:04,false,neodev,0.8,30586572,ECU,04,Azoguez,186.5.62.25,4,4,4,4,5,5,"left
Right",3,https://contribua.org/bairros/oeste/catole/Rua_Doutor_Antonio_Telha__235_180.jpg,Rate the debris condition of pavement on a 1-5 scale on each side of the street,"3
4
5","4
5",Rate the pavement condition on a 1–5 scale on each side of the street,"4
5","4
5",Rate the condition of landscape elements on a 1-5 scale on each side of the street,"3
4
5","3
4
5","left
Right",Debris Condition,Pavement Condition,Landscape Condition,"Take note of dirt, leaves, and trash|Consider a 1 when there is a lot of dirt, leaves and trash|Consider a 5 for a clean place, without dirt, leaves or trash|Consider a 3 as a neutral evaluation, not very negative and not very positive","Take note of visible cracks, discoloration, patches, presence of weeds, etc. Rate the condition of the sidewalk and the street|Consider a 1 when sidewalk and street are full of cracks, when old sidewalk and street are discolored, with patches, when street and sidewalk have a lot weeds|Consider a 5 when there are no cracks, when sidewalk and street are new, without weeds|Consider a 3 as a neutral evaluation, not very negative and not very positive","Landscape elements: tree, bush, visible ground-cover and turf. Add to this the evaluation of buildings condition|Consider upkeep and lack of adequate landscaping|Consider a 1 when the place is poorly maintained|Consider a 5 for a place well maintained (good painting; trees and bushes cut)|Consider a 3 as a neutral evaluation, not very negative and not very positive"
810467871,10/20/2015 16:18:23,true,1776195047,,10/20/2015 16:12:00,false,neodev,0.75,34695474,VEN,"","",186.92.232.217,5,5,5,5,5,5,"left
Right",3,https://contribua.org/bairros/oeste/catole/Rua_Doutor_Antonio_Telha__235_180.jpg,Rate the debris condition of pavement on a 1-5 scale on each side of the street,"3
4
5","4
5",Rate the pavement condition on a 1–5 scale on each side of the street,"4
5","4
5",Rate the condition of landscape elements on a 1-5 scale on each side of the street,"3
4
5","3
4
5","left
Right",Debris Condition,Pavement Condition,Landscape Condition,"Take note of dirt, leaves, and trash|Consider a 1 when there is a lot of dirt, leaves and trash|Consider a 5 for a clean place, without dirt, leaves or trash|Consider a 3 as a neutral evaluation, not very negative and not very positive","Take note of visible cracks, discoloration, patches, presence of weeds, etc. Rate the condition of the sidewalk and the street|Consider a 1 when sidewalk and street are full of cracks, when old sidewalk and street are discolored, with patches, when street and sidewalk have a lot weeds|Consider a 5 when there are no cracks, when sidewalk and street are new, without weeds|Consider a 3 as a neutral evaluation, not very negative and not very positive","Landscape elements: tree, bush, visible ground-cover and turf. Add to this the evaluation of buildings condition|Consider upkeep and lack of adequate landscaping|Consider a 1 when the place is poorly maintained|Consider a 5 for a place well maintained (good painting; trees and bushes cut)|Consider a 3 as a neutral evaluation, not very negative and not very positive"
810467871,10/20/2015 16:26:52,true,1776214492,,10/20/2015 16:19:50,false,neodev,0.75,34352097,DEU,07,Duisburg,37.24.153.217,4,4,4,4,4,4,"left
Right",3,https://contribua.org/bairros/oeste/catole/Rua_Doutor_Antonio_Telha__235_180.jpg,Rate the debris condition of pavement on a 1-5 scale on each side of the street,"3
4
5","4
5",Rate the pavement condition on a 1–5 scale on each side of the street,"4
5","4
5",Rate the condition of landscape elements on a 1-5 scale on each side of the street,"3
4
5","3
4
5","left
Right",Debris Condition,Pavement Condition,Landscape Condition,"Take note of dirt, leaves, and trash|Consider a 1 when there is a lot of dirt, leaves and trash|Consider a 5 for a clean place, without dirt, leaves or trash|Consider a 3 as a neutral evaluation, not very negative and not very positive","Take note of visible cracks, discoloration, patches, presence of weeds, etc. Rate the condition of the sidewalk and the street|Consider a 1 when sidewalk and street are full of cracks, when old sidewalk and street are discolored, with patches, when street and sidewalk have a lot weeds|Consider a 5 when there are no cracks, when sidewalk and street are new, without weeds|Consider a 3 as a neutral evaluation, not very negative and not very positive","Landscape elements: tree, bush, visible ground-cover and turf. Add to this the evaluation of buildings condition|Consider upkeep and lack of adequate landscaping|Consider a 1 when the place is poorly maintained|Consider a 5 for a place well maintained (good painting; trees and bushes cut)|Consider a 3 as a neutral evaluation, not very negative and not very positive"
810467871,10/20/2015 18:59:17,true,1776548008,,10/20/2015 18:55:10,false,neodev,0.8333,18768786,ARG,01,Necochea,181.168.19.181,4,4,4,4,4,4,"left
Right",3,https://contribua.org/bairros/oeste/catole/Rua_Doutor_Antonio_Telha__235_180.jpg,Rate the debris condition of pavement on a 1-5 scale on each side of the street,"3
4
5","4
5",Rate the pavement condition on a 1–5 scale on each side of the street,"4
5","4
5",Rate the condition of landscape elements on a 1-5 scale on each side of the street,"3
4
5","3
4
5","left
Right",Debris Condition,Pavement Condition,Landscape Condition,"Take note of dirt, leaves, and trash|Consider a 1 when there is a lot of dirt, leaves and trash|Consider a 5 for a clean place, without dirt, leaves or trash|Consider a 3 as a neutral evaluation, not very negative and not very positive","Take note of visible cracks, discoloration, patches, presence of weeds, etc. Rate the condition of the sidewalk and the street|Consider a 1 when sidewalk and street are full of cracks, when old sidewalk and street are discolored, with patches, when street and sidewalk have a lot weeds|Consider a 5 when there are no cracks, when sidewalk and street are new, without weeds|Consider a 3 as a neutral evaluation, not very negative and not very positive","Landscape elements: tree, bush, visible ground-cover and turf. Add to this the evaluation of buildings condition|Consider upkeep and lack of adequate landscaping|Consider a 1 when the place is poorly maintained|Consider a 5 for a place well maintained (good painting; trees and bushes cut)|Consider a 3 as a neutral evaluation, not very negative and not very positive"
810467871,10/21/2015 03:43:55,true,1777108133,false,10/21/2015 03:38:36,false,neodev,0.75,33859798,VEN,25,Caracas,200.8.215.78,4,3,4,4,4,4,"left
Right",3,https://contribua.org/bairros/oeste/catole/Rua_Doutor_Antonio_Telha__235_180.jpg,Rate the debris condition of pavement on a 1-5 scale on each side of the street,"3
4
5","4
5",Rate the pavement condition on a 1–5 scale on each side of the street,"4
5","4
5",Rate the condition of landscape elements on a 1-5 scale on each side of the street,"3
4
5","3
4
5","left
Right",Debris Condition,Pavement Condition,Landscape Condition,"Take note of dirt, leaves, and trash|Consider a 1 when there is a lot of dirt, leaves and trash|Consider a 5 for a clean place, without dirt, leaves or trash|Consider a 3 as a neutral evaluation, not very negative and not very positive","Take note of visible cracks, discoloration, patches, presence of weeds, etc. Rate the condition of the sidewalk and the street|Consider a 1 when sidewalk and street are full of cracks, when old sidewalk and street are discolored, with patches, when street and sidewalk have a lot weeds|Consider a 5 when there are no cracks, when sidewalk and street are new, without weeds|Consider a 3 as a neutral evaluation, not very negative and not very positive","Landscape elements: tree, bush, visible ground-cover and turf. Add to this the evaluation of buildings condition|Consider upkeep and lack of adequate landscaping|Consider a 1 when the place is poorly maintained|Consider a 5 for a place well maintained (good painting; trees and bushes cut)|Consider a 3 as a neutral evaluation, not very negative and not very positive"
