_unit_id,_created_at,_golden,_id,_missed,_started_at,_tainted,_channel,_trust,_worker_id,_country,_region,_city,_ip,question1,question2,question3__left_side,question3__right_side,seeside,group,image_url,orig_question1,question1_gold,orig_question2,question2_gold,question3,question3__left_side_gold,question3__right_side_gold,seeside_gold,step1,step2,step3,tip1,tip2,tip3
811097905,11/12/2015 14:39:01,true,1798914580,true,11/12/2015 14:28:11,false,elite,0.75,30487799,IDN,"","",114.79.32.211,2,0.6,,0.5,Right,7,https://contribua.org/bairros/oeste/catole/Rua_Olegario_Mariano__139_180.jpg,"Count the number of directions (front/along the street, right, left) in which you see at least one long sight line at any point",0,Estimate the proportion of sky in your frame vision along the street,"0.3
0.2
0.25
0.15
0.35",Estimate the proportion of sky in your frame vision across the street,,"0.3
0.35
0.4
0.45
0.25",Right,Long sight lines,Proportion of Sky,Proportion of Sky,"Long sight line: the ability to see at least 1,000 feet (304.8 meters) or about three city blocks into the distance at any point|Record a 1 if you had a long sight line in one direction, a 2 for two directions, and a 3 if you had a long sight line in all three directions|Only count it if the view is not significantly obstructed|Do not count sight lines through buildings that are being constructed","Frame of vision: your frame of vision is the “box” that is visible when you look ahead with your line of sight parallel to the ground. To better define the area, make a box with your fingers (thumbs and pointer fingers) and hold it up to your face. Slowly move it away until you can see all four sides—this is your box|Record the estimated proportion (use decimal increments of 0.05)|Sky visible through a glass obstruction does not count as visible sky|If a building is under construction, there is an obstructed view and therefore the proportion of the sky you can see will be smaller","Frame of vision: your frame of vision is the “box” that is visible when you look ahead with your line of sight parallel to the ground. To better define the area, make a box with your fingers (thumbs and pointer fingers) and hold it up to your face. Slowly move it away until you can see all four sides—this is your box|Record the estimated proportion (use decimal increments of 0.05)|Sky visible through a glass obstruction does not count as visible sky|If a building is under construction, there is an obstructed view and therefore the proportion of the sky you can see will be smaller"
811097905,11/12/2015 20:03:16,true,1799214935,false,11/12/2015 19:45:45,false,neodev,0.75,33119802,VEN,07,Valencia,186.94.112.85,2,0.7,,0.6,Right,7,https://contribua.org/bairros/oeste/catole/Rua_Olegario_Mariano__139_180.jpg,"Count the number of directions (front/along the street, right, left) in which you see at least one long sight line at any point",0,Estimate the proportion of sky in your frame vision along the street,"0.3
0.2
0.25
0.15
0.35",Estimate the proportion of sky in your frame vision across the street,,"0.3
0.35
0.4
0.45
0.25",Right,Long sight lines,Proportion of Sky,Proportion of Sky,"Long sight line: the ability to see at least 1,000 feet (304.8 meters) or about three city blocks into the distance at any point|Record a 1 if you had a long sight line in one direction, a 2 for two directions, and a 3 if you had a long sight line in all three directions|Only count it if the view is not significantly obstructed|Do not count sight lines through buildings that are being constructed","Frame of vision: your frame of vision is the “box” that is visible when you look ahead with your line of sight parallel to the ground. To better define the area, make a box with your fingers (thumbs and pointer fingers) and hold it up to your face. Slowly move it away until you can see all four sides—this is your box|Record the estimated proportion (use decimal increments of 0.05)|Sky visible through a glass obstruction does not count as visible sky|If a building is under construction, there is an obstructed view and therefore the proportion of the sky you can see will be smaller","Frame of vision: your frame of vision is the “box” that is visible when you look ahead with your line of sight parallel to the ground. To better define the area, make a box with your fingers (thumbs and pointer fingers) and hold it up to your face. Slowly move it away until you can see all four sides—this is your box|Record the estimated proportion (use decimal increments of 0.05)|Sky visible through a glass obstruction does not count as visible sky|If a building is under construction, there is an obstructed view and therefore the proportion of the sky you can see will be smaller"
811099193,11/10/2015 19:09:00,true,1796435184,true,11/10/2015 19:03:13,false,clixsense,0.8333,12771826,PRT,20,Viana Do Castelo,2.80.108.221,1,0.3,0.35,0.35,"left
Right",7,https://contribua.org/bairros/oeste/liberdade/Rua_Riachuelo__847__0.jpg,"Count the number of directions (front/along the street, right, left) in which you see at least one long sight line at any point",0,Estimate the proportion of sky in your frame vision along the street,"0.5
0.45
0.4
0.55
0.6",Estimate the proportion of sky in your frame vision across the street,"0.5
0.45
0.4
0.55
0.6","0.6
0.55
0.5
0.45
0.4","left
Right",Long sight lines,Proportion of Sky,Proportion of Sky,"Long sight line: the ability to see at least 1,000 feet (304.8 meters) or about three city blocks into the distance at any point|Record a 1 if you had a long sight line in one direction, a 2 for two directions, and a 3 if you had a long sight line in all three directions|Only count it if the view is not significantly obstructed|Do not count sight lines through buildings that are being constructed","Frame of vision: your frame of vision is the “box” that is visible when you look ahead with your line of sight parallel to the ground. To better define the area, make a box with your fingers (thumbs and pointer fingers) and hold it up to your face. Slowly move it away until you can see all four sides—this is your box|Record the estimated proportion (use decimal increments of 0.05)|Sky visible through a glass obstruction does not count as visible sky|If a building is under construction, there is an obstructed view and therefore the proportion of the sky you can see will be smaller","Frame of vision: your frame of vision is the “box” that is visible when you look ahead with your line of sight parallel to the ground. To better define the area, make a box with your fingers (thumbs and pointer fingers) and hold it up to your face. Slowly move it away until you can see all four sides—this is your box|Record the estimated proportion (use decimal increments of 0.05)|Sky visible through a glass obstruction does not count as visible sky|If a building is under construction, there is an obstructed view and therefore the proportion of the sky you can see will be smaller"
811099193,11/12/2015 09:02:07,true,1798702005,true,11/12/2015 08:54:27,false,neodev,1.0,34908441,IDN,08,Surabaya,125.164.55.114,1,0.5,0.5,0.5,"left
Right",7,https://contribua.org/bairros/oeste/liberdade/Rua_Riachuelo__847__0.jpg,"Count the number of directions (front/along the street, right, left) in which you see at least one long sight line at any point",0,Estimate the proportion of sky in your frame vision along the street,"0.5
0.45
0.4
0.55
0.6",Estimate the proportion of sky in your frame vision across the street,"0.5
0.45
0.4
0.55
0.6","0.6
0.55
0.5
0.45
0.4","left
Right",Long sight lines,Proportion of Sky,Proportion of Sky,"Long sight line: the ability to see at least 1,000 feet (304.8 meters) or about three city blocks into the distance at any point|Record a 1 if you had a long sight line in one direction, a 2 for two directions, and a 3 if you had a long sight line in all three directions|Only count it if the view is not significantly obstructed|Do not count sight lines through buildings that are being constructed","Frame of vision: your frame of vision is the “box” that is visible when you look ahead with your line of sight parallel to the ground. To better define the area, make a box with your fingers (thumbs and pointer fingers) and hold it up to your face. Slowly move it away until you can see all four sides—this is your box|Record the estimated proportion (use decimal increments of 0.05)|Sky visible through a glass obstruction does not count as visible sky|If a building is under construction, there is an obstructed view and therefore the proportion of the sky you can see will be smaller","Frame of vision: your frame of vision is the “box” that is visible when you look ahead with your line of sight parallel to the ground. To better define the area, make a box with your fingers (thumbs and pointer fingers) and hold it up to your face. Slowly move it away until you can see all four sides—this is your box|Record the estimated proportion (use decimal increments of 0.05)|Sky visible through a glass obstruction does not count as visible sky|If a building is under construction, there is an obstructed view and therefore the proportion of the sky you can see will be smaller"
811099193,11/12/2015 14:18:14,true,1798901053,,11/12/2015 14:16:42,false,cf_internal,0.7692,34864111,BRA,17,João Pessoa,179.236.17.203,0,0.5,0.4,0.4,"left
Right",7,https://contribua.org/bairros/oeste/liberdade/Rua_Riachuelo__847__0.jpg,"Count the number of directions (front/along the street, right, left) in which you see at least one long sight line at any point",0,Estimate the proportion of sky in your frame vision along the street,"0.5
0.45
0.4
0.55
0.6",Estimate the proportion of sky in your frame vision across the street,"0.5
0.45
0.4
0.55
0.6","0.6
0.55
0.5
0.45
0.4","left
Right",Long sight lines,Proportion of Sky,Proportion of Sky,"Long sight line: the ability to see at least 1,000 feet (304.8 meters) or about three city blocks into the distance at any point|Record a 1 if you had a long sight line in one direction, a 2 for two directions, and a 3 if you had a long sight line in all three directions|Only count it if the view is not significantly obstructed|Do not count sight lines through buildings that are being constructed","Frame of vision: your frame of vision is the “box” that is visible when you look ahead with your line of sight parallel to the ground. To better define the area, make a box with your fingers (thumbs and pointer fingers) and hold it up to your face. Slowly move it away until you can see all four sides—this is your box|Record the estimated proportion (use decimal increments of 0.05)|Sky visible through a glass obstruction does not count as visible sky|If a building is under construction, there is an obstructed view and therefore the proportion of the sky you can see will be smaller","Frame of vision: your frame of vision is the “box” that is visible when you look ahead with your line of sight parallel to the ground. To better define the area, make a box with your fingers (thumbs and pointer fingers) and hold it up to your face. Slowly move it away until you can see all four sides—this is your box|Record the estimated proportion (use decimal increments of 0.05)|Sky visible through a glass obstruction does not count as visible sky|If a building is under construction, there is an obstructed view and therefore the proportion of the sky you can see will be smaller"
811099193,11/12/2015 18:43:37,true,1799102468,false,11/12/2015 18:39:57,false,clixsense,0.75,28835210,IND,25,Dindigul,180.215.103.83,1,1,1,1,"left
Right",7,https://contribua.org/bairros/oeste/liberdade/Rua_Riachuelo__847__0.jpg,"Count the number of directions (front/along the street, right, left) in which you see at least one long sight line at any point",0,Estimate the proportion of sky in your frame vision along the street,"0.5
0.45
0.4
0.55
0.6",Estimate the proportion of sky in your frame vision across the street,"0.5
0.45
0.4
0.55
0.6","0.6
0.55
0.5
0.45
0.4","left
Right",Long sight lines,Proportion of Sky,Proportion of Sky,"Long sight line: the ability to see at least 1,000 feet (304.8 meters) or about three city blocks into the distance at any point|Record a 1 if you had a long sight line in one direction, a 2 for two directions, and a 3 if you had a long sight line in all three directions|Only count it if the view is not significantly obstructed|Do not count sight lines through buildings that are being constructed","Frame of vision: your frame of vision is the “box” that is visible when you look ahead with your line of sight parallel to the ground. To better define the area, make a box with your fingers (thumbs and pointer fingers) and hold it up to your face. Slowly move it away until you can see all four sides—this is your box|Record the estimated proportion (use decimal increments of 0.05)|Sky visible through a glass obstruction does not count as visible sky|If a building is under construction, there is an obstructed view and therefore the proportion of the sky you can see will be smaller","Frame of vision: your frame of vision is the “box” that is visible when you look ahead with your line of sight parallel to the ground. To better define the area, make a box with your fingers (thumbs and pointer fingers) and hold it up to your face. Slowly move it away until you can see all four sides—this is your box|Record the estimated proportion (use decimal increments of 0.05)|Sky visible through a glass obstruction does not count as visible sky|If a building is under construction, there is an obstructed view and therefore the proportion of the sky you can see will be smaller"
811099193,11/13/2015 07:21:18,true,1799783784,true,11/13/2015 06:56:13,false,elite,0.75,30487799,IDN,04,Jakarta,202.62.17.9,0,0.7,0.7,0.7,"left
Right",7,https://contribua.org/bairros/oeste/liberdade/Rua_Riachuelo__847__0.jpg,"Count the number of directions (front/along the street, right, left) in which you see at least one long sight line at any point",0,Estimate the proportion of sky in your frame vision along the street,"0.5
0.45
0.4
0.55
0.6",Estimate the proportion of sky in your frame vision across the street,"0.5
0.45
0.4
0.55
0.6","0.6
0.55
0.5
0.45
0.4","left
Right",Long sight lines,Proportion of Sky,Proportion of Sky,"Long sight line: the ability to see at least 1,000 feet (304.8 meters) or about three city blocks into the distance at any point|Record a 1 if you had a long sight line in one direction, a 2 for two directions, and a 3 if you had a long sight line in all three directions|Only count it if the view is not significantly obstructed|Do not count sight lines through buildings that are being constructed","Frame of vision: your frame of vision is the “box” that is visible when you look ahead with your line of sight parallel to the ground. To better define the area, make a box with your fingers (thumbs and pointer fingers) and hold it up to your face. Slowly move it away until you can see all four sides—this is your box|Record the estimated proportion (use decimal increments of 0.05)|Sky visible through a glass obstruction does not count as visible sky|If a building is under construction, there is an obstructed view and therefore the proportion of the sky you can see will be smaller","Frame of vision: your frame of vision is the “box” that is visible when you look ahead with your line of sight parallel to the ground. To better define the area, make a box with your fingers (thumbs and pointer fingers) and hold it up to your face. Slowly move it away until you can see all four sides—this is your box|Record the estimated proportion (use decimal increments of 0.05)|Sky visible through a glass obstruction does not count as visible sky|If a building is under construction, there is an obstructed view and therefore the proportion of the sky you can see will be smaller"
811099454,11/10/2015 19:09:00,true,1796435189,true,11/10/2015 19:03:13,false,clixsense,0.8333,12771826,PRT,20,Viana Do Castelo,2.80.108.221,1,0.3,0.4,0.2,"left
Right",7,https://contribua.org/bairros/norte/centro/Avenida_Barao_Rio_Branco__141_90.jpg,"Count the number of directions (front/along the street, right, left) in which you see at least one long sight line at any point",1,Estimate the proportion of sky in your frame vision along the street,"0.5
0.45
0.4
0.55
0.35",Estimate the proportion of sky in your frame vision across the street,"0.5
0.45
0.4
0.55
0.6",,left,Long sight lines,Proportion of Sky,Proportion of Sky,"Long sight line: the ability to see at least 1,000 feet (304.8 meters) or about three city blocks into the distance at any point|Record a 1 if you had a long sight line in one direction, a 2 for two directions, and a 3 if you had a long sight line in all three directions|Only count it if the view is not significantly obstructed|Do not count sight lines through buildings that are being constructed","Frame of vision: your frame of vision is the “box” that is visible when you look ahead with your line of sight parallel to the ground. To better define the area, make a box with your fingers (thumbs and pointer fingers) and hold it up to your face. Slowly move it away until you can see all four sides—this is your box|Record the estimated proportion (use decimal increments of 0.05)|Sky visible through a glass obstruction does not count as visible sky|If a building is under construction, there is an obstructed view and therefore the proportion of the sky you can see will be smaller","Frame of vision: your frame of vision is the “box” that is visible when you look ahead with your line of sight parallel to the ground. To better define the area, make a box with your fingers (thumbs and pointer fingers) and hold it up to your face. Slowly move it away until you can see all four sides—this is your box|Record the estimated proportion (use decimal increments of 0.05)|Sky visible through a glass obstruction does not count as visible sky|If a building is under construction, there is an obstructed view and therefore the proportion of the sky you can see will be smaller"
811099454,11/11/2015 16:11:37,true,1797890593,true,11/11/2015 16:07:00,false,stuffpoint,1.0,28491668,CHL,12,Santiago,190.163.104.85,1,1,1,,left,7,https://contribua.org/bairros/norte/centro/Avenida_Barao_Rio_Branco__141_90.jpg,"Count the number of directions (front/along the street, right, left) in which you see at least one long sight line at any point",1,Estimate the proportion of sky in your frame vision along the street,"0.5
0.45
0.4
0.55
0.35",Estimate the proportion of sky in your frame vision across the street,"0.5
0.45
0.4
0.55
0.6",,left,Long sight lines,Proportion of Sky,Proportion of Sky,"Long sight line: the ability to see at least 1,000 feet (304.8 meters) or about three city blocks into the distance at any point|Record a 1 if you had a long sight line in one direction, a 2 for two directions, and a 3 if you had a long sight line in all three directions|Only count it if the view is not significantly obstructed|Do not count sight lines through buildings that are being constructed","Frame of vision: your frame of vision is the “box” that is visible when you look ahead with your line of sight parallel to the ground. To better define the area, make a box with your fingers (thumbs and pointer fingers) and hold it up to your face. Slowly move it away until you can see all four sides—this is your box|Record the estimated proportion (use decimal increments of 0.05)|Sky visible through a glass obstruction does not count as visible sky|If a building is under construction, there is an obstructed view and therefore the proportion of the sky you can see will be smaller","Frame of vision: your frame of vision is the “box” that is visible when you look ahead with your line of sight parallel to the ground. To better define the area, make a box with your fingers (thumbs and pointer fingers) and hold it up to your face. Slowly move it away until you can see all four sides—this is your box|Record the estimated proportion (use decimal increments of 0.05)|Sky visible through a glass obstruction does not count as visible sky|If a building is under construction, there is an obstructed view and therefore the proportion of the sky you can see will be smaller"
811099454,11/12/2015 18:36:31,true,1799094323,false,11/12/2015 18:34:44,false,clixsense,1.0,31001292,RUS,"","",95.27.114.182,2,0.3,0.4,,left,7,https://contribua.org/bairros/norte/centro/Avenida_Barao_Rio_Branco__141_90.jpg,"Count the number of directions (front/along the street, right, left) in which you see at least one long sight line at any point",1,Estimate the proportion of sky in your frame vision along the street,"0.5
0.45
0.4
0.55
0.35",Estimate the proportion of sky in your frame vision across the street,"0.5
0.45
0.4
0.55
0.6",,left,Long sight lines,Proportion of Sky,Proportion of Sky,"Long sight line: the ability to see at least 1,000 feet (304.8 meters) or about three city blocks into the distance at any point|Record a 1 if you had a long sight line in one direction, a 2 for two directions, and a 3 if you had a long sight line in all three directions|Only count it if the view is not significantly obstructed|Do not count sight lines through buildings that are being constructed","Frame of vision: your frame of vision is the “box” that is visible when you look ahead with your line of sight parallel to the ground. To better define the area, make a box with your fingers (thumbs and pointer fingers) and hold it up to your face. Slowly move it away until you can see all four sides—this is your box|Record the estimated proportion (use decimal increments of 0.05)|Sky visible through a glass obstruction does not count as visible sky|If a building is under construction, there is an obstructed view and therefore the proportion of the sky you can see will be smaller","Frame of vision: your frame of vision is the “box” that is visible when you look ahead with your line of sight parallel to the ground. To better define the area, make a box with your fingers (thumbs and pointer fingers) and hold it up to your face. Slowly move it away until you can see all four sides—this is your box|Record the estimated proportion (use decimal increments of 0.05)|Sky visible through a glass obstruction does not count as visible sky|If a building is under construction, there is an obstructed view and therefore the proportion of the sky you can see will be smaller"
811099454,11/12/2015 18:47:18,true,1799107350,true,11/12/2015 18:44:46,false,cf_internal,0.7692,34864111,BRA,17,Campina Grande,150.165.85.232,0,0.4,0.4,0.4,"left
Right",7,https://contribua.org/bairros/norte/centro/Avenida_Barao_Rio_Branco__141_90.jpg,"Count the number of directions (front/along the street, right, left) in which you see at least one long sight line at any point",1,Estimate the proportion of sky in your frame vision along the street,"0.5
0.45
0.4
0.55
0.35",Estimate the proportion of sky in your frame vision across the street,"0.5
0.45
0.4
0.55
0.6",,left,Long sight lines,Proportion of Sky,Proportion of Sky,"Long sight line: the ability to see at least 1,000 feet (304.8 meters) or about three city blocks into the distance at any point|Record a 1 if you had a long sight line in one direction, a 2 for two directions, and a 3 if you had a long sight line in all three directions|Only count it if the view is not significantly obstructed|Do not count sight lines through buildings that are being constructed","Frame of vision: your frame of vision is the “box” that is visible when you look ahead with your line of sight parallel to the ground. To better define the area, make a box with your fingers (thumbs and pointer fingers) and hold it up to your face. Slowly move it away until you can see all four sides—this is your box|Record the estimated proportion (use decimal increments of 0.05)|Sky visible through a glass obstruction does not count as visible sky|If a building is under construction, there is an obstructed view and therefore the proportion of the sky you can see will be smaller","Frame of vision: your frame of vision is the “box” that is visible when you look ahead with your line of sight parallel to the ground. To better define the area, make a box with your fingers (thumbs and pointer fingers) and hold it up to your face. Slowly move it away until you can see all four sides—this is your box|Record the estimated proportion (use decimal increments of 0.05)|Sky visible through a glass obstruction does not count as visible sky|If a building is under construction, there is an obstructed view and therefore the proportion of the sky you can see will be smaller"
811099454,11/12/2015 18:48:13,true,1799108413,false,11/12/2015 18:45:01,false,clixsense,0.75,28835210,IND,25,Dindigul,180.215.103.83,1,0,0.5,,left,7,https://contribua.org/bairros/norte/centro/Avenida_Barao_Rio_Branco__141_90.jpg,"Count the number of directions (front/along the street, right, left) in which you see at least one long sight line at any point",1,Estimate the proportion of sky in your frame vision along the street,"0.5
0.45
0.4
0.55
0.35",Estimate the proportion of sky in your frame vision across the street,"0.5
0.45
0.4
0.55
0.6",,left,Long sight lines,Proportion of Sky,Proportion of Sky,"Long sight line: the ability to see at least 1,000 feet (304.8 meters) or about three city blocks into the distance at any point|Record a 1 if you had a long sight line in one direction, a 2 for two directions, and a 3 if you had a long sight line in all three directions|Only count it if the view is not significantly obstructed|Do not count sight lines through buildings that are being constructed","Frame of vision: your frame of vision is the “box” that is visible when you look ahead with your line of sight parallel to the ground. To better define the area, make a box with your fingers (thumbs and pointer fingers) and hold it up to your face. Slowly move it away until you can see all four sides—this is your box|Record the estimated proportion (use decimal increments of 0.05)|Sky visible through a glass obstruction does not count as visible sky|If a building is under construction, there is an obstructed view and therefore the proportion of the sky you can see will be smaller","Frame of vision: your frame of vision is the “box” that is visible when you look ahead with your line of sight parallel to the ground. To better define the area, make a box with your fingers (thumbs and pointer fingers) and hold it up to your face. Slowly move it away until you can see all four sides—this is your box|Record the estimated proportion (use decimal increments of 0.05)|Sky visible through a glass obstruction does not count as visible sky|If a building is under construction, there is an obstructed view and therefore the proportion of the sky you can see will be smaller"
811099454,11/13/2015 11:54:14,true,1800078921,true,11/13/2015 11:52:22,false,neodev,0.8333,31305123,GRC,01,Alexandroúpoli,2.85.136.147,1,0.4,0.5,0.3,"left
Right",7,https://contribua.org/bairros/norte/centro/Avenida_Barao_Rio_Branco__141_90.jpg,"Count the number of directions (front/along the street, right, left) in which you see at least one long sight line at any point",1,Estimate the proportion of sky in your frame vision along the street,"0.5
0.45
0.4
0.55
0.35",Estimate the proportion of sky in your frame vision across the street,"0.5
0.45
0.4
0.55
0.6",,left,Long sight lines,Proportion of Sky,Proportion of Sky,"Long sight line: the ability to see at least 1,000 feet (304.8 meters) or about three city blocks into the distance at any point|Record a 1 if you had a long sight line in one direction, a 2 for two directions, and a 3 if you had a long sight line in all three directions|Only count it if the view is not significantly obstructed|Do not count sight lines through buildings that are being constructed","Frame of vision: your frame of vision is the “box” that is visible when you look ahead with your line of sight parallel to the ground. To better define the area, make a box with your fingers (thumbs and pointer fingers) and hold it up to your face. Slowly move it away until you can see all four sides—this is your box|Record the estimated proportion (use decimal increments of 0.05)|Sky visible through a glass obstruction does not count as visible sky|If a building is under construction, there is an obstructed view and therefore the proportion of the sky you can see will be smaller","Frame of vision: your frame of vision is the “box” that is visible when you look ahead with your line of sight parallel to the ground. To better define the area, make a box with your fingers (thumbs and pointer fingers) and hold it up to your face. Slowly move it away until you can see all four sides—this is your box|Record the estimated proportion (use decimal increments of 0.05)|Sky visible through a glass obstruction does not count as visible sky|If a building is under construction, there is an obstructed view and therefore the proportion of the sky you can see will be smaller"
811099591,11/10/2015 19:09:00,true,1796435186,true,11/10/2015 19:03:13,false,clixsense,0.8333,12771826,PRT,20,Viana Do Castelo,2.80.108.221,1,0.35,0.2,0.4,"left
Right",7,https://contribua.org/bairros/norte/centro/Rua_Manoel_P._de_Araujo__370_0.jpg,"Count the number of directions (front/along the street, right, left) in which you see at least one long sight line at any point",0,Estimate the proportion of sky in your frame vision along the street,"0.5
0.45
0.55
0.6
0.4",Estimate the proportion of sky in your frame vision across the street,"0.5
0.45
0.55
0.4
0.6","0.5
0.45
0.4
0.55
0.6","left
Right",Long sight lines,Proportion of Sky,Proportion of Sky,"Long sight line: the ability to see at least 1,000 feet (304.8 meters) or about three city blocks into the distance at any point|Record a 1 if you had a long sight line in one direction, a 2 for two directions, and a 3 if you had a long sight line in all three directions|Only count it if the view is not significantly obstructed|Do not count sight lines through buildings that are being constructed","Frame of vision: your frame of vision is the “box” that is visible when you look ahead with your line of sight parallel to the ground. To better define the area, make a box with your fingers (thumbs and pointer fingers) and hold it up to your face. Slowly move it away until you can see all four sides—this is your box|Record the estimated proportion (use decimal increments of 0.05)|Sky visible through a glass obstruction does not count as visible sky|If a building is under construction, there is an obstructed view and therefore the proportion of the sky you can see will be smaller","Frame of vision: your frame of vision is the “box” that is visible when you look ahead with your line of sight parallel to the ground. To better define the area, make a box with your fingers (thumbs and pointer fingers) and hold it up to your face. Slowly move it away until you can see all four sides—this is your box|Record the estimated proportion (use decimal increments of 0.05)|Sky visible through a glass obstruction does not count as visible sky|If a building is under construction, there is an obstructed view and therefore the proportion of the sky you can see will be smaller"
811099591,11/11/2015 16:11:37,true,1797890608,true,11/11/2015 16:07:00,false,stuffpoint,1.0,28491668,CHL,12,Santiago,190.163.104.85,1,1,1,1,"left
Right",7,https://contribua.org/bairros/norte/centro/Rua_Manoel_P._de_Araujo__370_0.jpg,"Count the number of directions (front/along the street, right, left) in which you see at least one long sight line at any point",0,Estimate the proportion of sky in your frame vision along the street,"0.5
0.45
0.55
0.6
0.4",Estimate the proportion of sky in your frame vision across the street,"0.5
0.45
0.55
0.4
0.6","0.5
0.45
0.4
0.55
0.6","left
Right",Long sight lines,Proportion of Sky,Proportion of Sky,"Long sight line: the ability to see at least 1,000 feet (304.8 meters) or about three city blocks into the distance at any point|Record a 1 if you had a long sight line in one direction, a 2 for two directions, and a 3 if you had a long sight line in all three directions|Only count it if the view is not significantly obstructed|Do not count sight lines through buildings that are being constructed","Frame of vision: your frame of vision is the “box” that is visible when you look ahead with your line of sight parallel to the ground. To better define the area, make a box with your fingers (thumbs and pointer fingers) and hold it up to your face. Slowly move it away until you can see all four sides—this is your box|Record the estimated proportion (use decimal increments of 0.05)|Sky visible through a glass obstruction does not count as visible sky|If a building is under construction, there is an obstructed view and therefore the proportion of the sky you can see will be smaller","Frame of vision: your frame of vision is the “box” that is visible when you look ahead with your line of sight parallel to the ground. To better define the area, make a box with your fingers (thumbs and pointer fingers) and hold it up to your face. Slowly move it away until you can see all four sides—this is your box|Record the estimated proportion (use decimal increments of 0.05)|Sky visible through a glass obstruction does not count as visible sky|If a building is under construction, there is an obstructed view and therefore the proportion of the sky you can see will be smaller"
811099591,11/11/2015 16:54:31,true,1797927508,true,11/11/2015 16:41:12,false,clixsense,1.0,7427951,PER,15,Lima,64.76.72.13,1,0.45,0.35,0.35,"left
Right",7,https://contribua.org/bairros/norte/centro/Rua_Manoel_P._de_Araujo__370_0.jpg,"Count the number of directions (front/along the street, right, left) in which you see at least one long sight line at any point",0,Estimate the proportion of sky in your frame vision along the street,"0.5
0.45
0.55
0.6
0.4",Estimate the proportion of sky in your frame vision across the street,"0.5
0.45
0.55
0.4
0.6","0.5
0.45
0.4
0.55
0.6","left
Right",Long sight lines,Proportion of Sky,Proportion of Sky,"Long sight line: the ability to see at least 1,000 feet (304.8 meters) or about three city blocks into the distance at any point|Record a 1 if you had a long sight line in one direction, a 2 for two directions, and a 3 if you had a long sight line in all three directions|Only count it if the view is not significantly obstructed|Do not count sight lines through buildings that are being constructed","Frame of vision: your frame of vision is the “box” that is visible when you look ahead with your line of sight parallel to the ground. To better define the area, make a box with your fingers (thumbs and pointer fingers) and hold it up to your face. Slowly move it away until you can see all four sides—this is your box|Record the estimated proportion (use decimal increments of 0.05)|Sky visible through a glass obstruction does not count as visible sky|If a building is under construction, there is an obstructed view and therefore the proportion of the sky you can see will be smaller","Frame of vision: your frame of vision is the “box” that is visible when you look ahead with your line of sight parallel to the ground. To better define the area, make a box with your fingers (thumbs and pointer fingers) and hold it up to your face. Slowly move it away until you can see all four sides—this is your box|Record the estimated proportion (use decimal increments of 0.05)|Sky visible through a glass obstruction does not count as visible sky|If a building is under construction, there is an obstructed view and therefore the proportion of the sky you can see will be smaller"
811099591,11/12/2015 07:45:03,true,1798618643,true,11/12/2015 07:39:08,false,hiving,0.8333,33048733,ITA,09,Guidizzolo,77.43.46.117,1,0.5,0.3,0.4,"left
Right",7,https://contribua.org/bairros/norte/centro/Rua_Manoel_P._de_Araujo__370_0.jpg,"Count the number of directions (front/along the street, right, left) in which you see at least one long sight line at any point",0,Estimate the proportion of sky in your frame vision along the street,"0.5
0.45
0.55
0.6
0.4",Estimate the proportion of sky in your frame vision across the street,"0.5
0.45
0.55
0.4
0.6","0.5
0.45
0.4
0.55
0.6","left
Right",Long sight lines,Proportion of Sky,Proportion of Sky,"Long sight line: the ability to see at least 1,000 feet (304.8 meters) or about three city blocks into the distance at any point|Record a 1 if you had a long sight line in one direction, a 2 for two directions, and a 3 if you had a long sight line in all three directions|Only count it if the view is not significantly obstructed|Do not count sight lines through buildings that are being constructed","Frame of vision: your frame of vision is the “box” that is visible when you look ahead with your line of sight parallel to the ground. To better define the area, make a box with your fingers (thumbs and pointer fingers) and hold it up to your face. Slowly move it away until you can see all four sides—this is your box|Record the estimated proportion (use decimal increments of 0.05)|Sky visible through a glass obstruction does not count as visible sky|If a building is under construction, there is an obstructed view and therefore the proportion of the sky you can see will be smaller","Frame of vision: your frame of vision is the “box” that is visible when you look ahead with your line of sight parallel to the ground. To better define the area, make a box with your fingers (thumbs and pointer fingers) and hold it up to your face. Slowly move it away until you can see all four sides—this is your box|Record the estimated proportion (use decimal increments of 0.05)|Sky visible through a glass obstruction does not count as visible sky|If a building is under construction, there is an obstructed view and therefore the proportion of the sky you can see will be smaller"
